Component/Office,Request Number,Is Consultation,Days Allowed,Exemption 3 Statutes,Type(s) of Info Withheld,Case Citation(s),Dates Initially Received,Perfected,Completed,Days Tolled,Track,Disposition,Disposition Reasons,Exemption(s) Applied,Appeal Date Received,Date Closed,Appeal Disposition,Appeal Reasons,Appeal Exemption(s) Applied,Exp. Date Received,Exp. Date of Determination,Exp. Granted/Denied,Fee Date Received,Fee Date of Determination,Fee Granted/Denied,Amount of Fees Collected
CIA,581116,N,,,,,11/19/2018,,3/25/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581117,N,,,,,11/19/2018,,3/25/2019,,Complex,Denied in Full,,(b)(1); (b)(2);,,,,,,,,,,,,
CIA,581118,N,,,,,11/19/2018,,3/25/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581119,N,,,,,11/19/2018,,12/3/2018,,Simple,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581120,N,,,,,11/19/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581149,N,,,,,11/19/2018,,4/9/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,6/25/2019,,,,,,,,,,,
CIA,581152,N,,,,,11/19/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581157,N,,,,,11/19/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581164,N,,,,,11/20/2018,,12/18/2018,,Simple,Granted in Full,,,,,,,,,,,,,,
CIA,581165,N,,,,,11/20/2018,,12/4/2018,,Simple,Referred to Another Agency,,,,,,,,,,,,,,
CIA,581166,N,,,,,11/20/2018,,5/22/2019,,Simple,Cancelled,SPR EXPD/Owes Fees,,,,,,,,,,,,,
CIA,581167,N,,,,,11/20/2018,,12/19/2018,,Simple,No Records Located,,,,,,,,,,,,,,
CIA,581168,N,,,,,11/20/2018,,3/28/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581169,N,,,,,11/20/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581170,N,,,,,11/20/2018,,9/5/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581171,N,,,,,11/20/2018,,4/9/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,581172,N,,,,,11/20/2018,,12/14/2018,,Simple,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581174,N,,,,,11/20/2018,,3/1/2019,,Simple,No Records Located,,,,,,,,,,,,,,
CIA,581175,N,,,,,11/20/2018,,4/15/2019,,Complex,Granted in Part,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581177,N,,,,,11/20/2018,,9/12/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(6); NR Record;,,,,,,,,,,,,
CIA,581179,N,,,,,11/20/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581187,N,,,,,11/20/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581193,N,,,,,11/21/2018,,3/4/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,581194,N,,,,,11/21/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581195,N,,,,,11/21/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581197,N,,,,,11/21/2018,,2/1/2019,,Complex,Granted in Full,,,,,,,,,,,,,,
CIA,581217,N,,,,,11/21/2018,,2/15/2019,,Simple,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581223,N,,,,,11/21/2018,,11/28/2018,,Simple,Cancelled,Other Explained,,,,,,,,,,,,,
CIA,581224,N,,,,,11/21/2018,,8/7/2019,,Simple,Cancelled,Improper FOIA Request for Other Reasons,,,,,,,,,,,,,
CIA,581229,N,,,,,11/21/2018,,11/21/2018,,Simple,Early Litigation,,,11/21/2018,11/21/2018,Early Litigation,,,,,,,,,
CIA,581232,N,,,,,11/21/2018,,,,Complex,,,,,,,,,,,,,,,
CIA,581233,N,,,,,11/21/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581235,N,,,,,11/21/2018,,9/5/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581244,N,,,,,11/23/2018,,3/15/2019,,Simple,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581245,N,,,,,11/23/2018,,12/14/2018,,Simple,Referred to Another Agency,,,,,,,,,,,,,,
CIA,581247,N,,,,,11/23/2018,,3/4/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,581249,N,,,,,11/23/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581251,N,,,,,11/23/2018,,12/31/2018,,Complex,Early Litigation,,,1/2/2019,1/2/2019,Early Litigation,,,11/26/2018,12/31/2018,Denied,,,,
CIA,581252,N,,,,,11/23/2018,,,,Complex,,,,,,,,,,,,,,,
CIA,581253,N,,,,,11/23/2018,,12/19/2018,,Simple,No Records Located,,,,,,,,,,,,,,
CIA,581255,N,,,,,11/23/2018,,4/15/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581256,N,,,,,11/23/2018,,8/26/2019,,Complex,Early Litigation,,,8/26/2019,8/26/2019,Early Litigation,,,11/26/2018,11/26/2018,Denied,,,,
CIA,581264,N,,,,,11/26/2018,,11/28/2018,,Simple,Cancelled,Improper FOIA Request for Other Reasons,,,,,,,,,,,,,
CIA,581265,N,,,,,11/26/2018,,5/31/2019,,Complex,Granted in Part,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581266,N,,,,,11/26/2018,,11/28/2018,,Simple,Cancelled,Improper FOIA Request for Other Reasons,,,,,,,,,,,,,
CIA,581268,N,,,,,11/26/2018,,4/25/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581271,N,,,,,11/26/2018,,4/25/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581273,N,,,,,11/26/2018,,4/25/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581274,N,,,,,11/26/2018,,4/9/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,581275,N,,,,,11/26/2018,,2/27/2019,,Simple,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581280,N,,,,,11/26/2018,,2/28/2019,,Simple,Cancelled,Withdrawn,,,,,,,,,,,,,
CIA,581282,N,,,,,11/26/2018,,12/14/2018,,Simple,Referred to Another Agency,,,,,,,,,,,,,,
CIA,581284,N,,,,,11/26/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581286,N,,,,,11/26/2018,,,,Complex,,,,,,,,,,,,,,,
CIA,581288,N,,,,,11/26/2018,,3/21/2019,,Simple,No Records Located,,,,,,,,,,,,,,
CIA,581290,N,,,,,11/26/2018,,11/27/2018,,Simple,Cancelled,Duplicate Request,,,,,,,,,,,,,
CIA,581292,N,,,,,11/26/2018,,11/27/2018,,Simple,Cancelled,Duplicate Request,,,,,,,,,,,,,
CIA,581295,N,,,,,11/26/2018,,11/27/2018,,Simple,Cancelled,Duplicate Request,,,,,,,,,,,,,
CIA,581296,N,,,,,11/26/2018,,11/27/2018,,Simple,Cancelled,Duplicate Request,,,,,,,,,,,,,
CIA,581297,N,,,,,11/26/2018,,11/27/2018,,Simple,Cancelled,Duplicate Request,,,,,,,,,,,,,
CIA,581299,N,,,,,11/26/2018,,11/28/2018,,Simple,Cancelled,Duplicate Request,,,,,,,,,,,,,
CIA,581300,N,,,,,11/26/2018,,11/28/2018,,Simple,Cancelled,Duplicate Request,,,,,,,,,,,,,
CIA,581301,N,,,,,11/26/2018,,11/28/2018,,Simple,Cancelled,Duplicate Request,,,,,,,,,,,,,
CIA,581302,N,,,,,11/26/2018,,11/28/2018,,Simple,Cancelled,Duplicate Request,,,,,,,,,,,,,
CIA,581303,N,,,,,11/26/2018,,4/8/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,581304,N,,,,,11/26/2018,,11/28/2018,,Simple,Cancelled,Duplicate Request,,,,,,,,,,,,,
CIA,581305,N,,,,,11/26/2018,,11/28/2018,,Simple,Cancelled,Duplicate Request,,,,,,,,,,,,,
CIA,581307,N,,,,,11/26/2018,,11/28/2018,,Simple,Cancelled,Duplicate Request,,,,,,,,,,,,,
CIA,581308,N,,,,,11/26/2018,,11/28/2018,,Simple,Cancelled,Duplicate Request,,,,,,,,,,,,,
CIA,581311,N,,,,,11/27/2018,,2/22/2019,,Simple,Granted in Full,,,,,,,,,,,,,,
CIA,581312,N,,,,,11/27/2018,,11/28/2018,,Simple,Cancelled,Improper FOIA Request for Other Reasons,,,,,,,,,,,,,
CIA,581313,N,,,,,11/27/2018,,3/28/2019,,Simple,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581314,N,,,,,11/27/2018,,12/18/2018,,Simple,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581315,N,,,,,11/27/2018,,3/4/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,581316,N,,,,,11/27/2018,,9/5/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581319,N,,,,,11/27/2018,,2/19/2019,,Simple,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581322,N,,,,,11/27/2018,,11/27/2018,,Simple,Cancelled,Duplicate Request,,,,,,,,,,,,,
CIA,581323,N,,,,,11/27/2018,,4/9/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,581325,N,,,,,11/27/2018,,3/8/2019,,Simple,Granted in Full,,,,,,,,,,,,,,0.01
CIA,581326,N,,,,,11/27/2018,,4/15/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,581327,N,,,,,11/27/2018,,2/12/2019,,Simple,No Records Located,,,,,,,,,,,,,,
CIA,581339,N,,,,,11/27/2018,,11/27/2018,,Simple,Denied in Full,,,11/27/2018,12/5/2018,Cancelled,Other Explained,,,,,,,,
CIA,581347,N,,,,,11/28/2018,,8/1/2019,,Complex,No Records Located,,,,,,,,11/28/2018,11/28/2018,Denied,,,,
CIA,581348,N,,,,,11/28/2018,,4/15/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581349,N,,,,,11/28/2018,,3/1/2019,,Simple,No Records Located,,,,,,,,,,,,,,
CIA,581391,N,,,,,11/28/2018,,7/25/2019,,Complex,Early Litigation,,,7/26/2019,7/26/2019,Early Litigation,,,,,,,,,
CIA,581396,N,,,,,11/29/2018,,2/6/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,581398,N,,,,,11/29/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581400,N,,,,,11/29/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581404,N,,,,,11/29/2018,,1/17/2019,,Simple,Granted in Full,,,,,,,,,,,,,,
CIA,581411,N,,,,,11/29/2018,,7/30/2019,,Complex,Early Litigation,,,7/31/2019,7/31/2019,Early Litigation,,,,,,,,,
CIA,581414,N,,,,,11/29/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581424,N,,,,,11/30/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581427,N,,,,,12/3/2018,,3/4/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,581428,N,,,,,12/3/2018,,1/8/2019,,Complex,Granted in Full,,,,,,,,,,,,,,
CIA,581429,N,,,,,12/3/2018,,3/25/2019,,Simple,Cancelled,Too Broad/Not Reasonably Described,,,,,,,,,,,,,
CIA,581430,N,,,,,12/3/2018,,2/13/2019,,Simple,Cancelled,Not Agency Record,,,,,,,,,,,,,
CIA,581432,N,,,,,12/3/2018,,4/8/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,581433,N,,,,,12/3/2018,,5/21/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,581434,N,,,,,12/3/2018,,5/21/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,581442,N,,,,,12/3/2018,,,,Complex,,,,,,,,,,,,,,,
CIA,581446,N,,,,,12/3/2018,,5/17/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,581451,N,,,,,12/3/2018,,9/16/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,581458,N,,,,,12/3/2018,,1/29/2019,,Simple,Granted in Full,,,,,,,,,,,,,,
CIA,581460,N,,,,,12/4/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581461,N,,,,,12/4/2018,,3/25/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581462,N,,,,,12/4/2018,,3/27/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581463,N,,,,,12/4/2018,,3/1/2019,,Simple,No Records Located,,,,,,,,,,,,,,
CIA,581465,N,,,,,12/4/2018,,3/4/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,581467,N,,,,,12/4/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581473,N,,,,,12/4/2018,,3/1/2019,,Simple,No Records Located,,,,,,,,,,,,,,
CIA,581474,N,,,,,12/4/2018,,9/5/2019,,Complex,Granted in Part,,(b)(3); (b)(6);,,,,,,,,,,,,
CIA,581475,N,,,,,12/4/2018,,2/1/2019,,Simple,No Records Located,,,,,,,,,,,,,,
CIA,581483,N,,,,,12/4/2018,,3/25/2019,,Complex,Early Litigation,,,3/25/2019,3/25/2019,Early Litigation,,,12/4/2018,12/4/2018,Denied,,,,
CIA,581486,N,,,,,12/5/2018,,3/4/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,581487,N,,,,,12/5/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581490,N,,,,,12/5/2018,,3/4/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,581493,N,,,,,12/5/2018,,12/5/2018,,Simple,Early Litigation,,,12/5/2018,12/5/2018,Early Litigation,,,,,,,,,
CIA,581499,N,,,,,12/5/2018,,1/17/2019,,Simple,Granted in Full,,,,,,,,,,,,,,
CIA,581500,N,,,,,12/5/2018,,3/4/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,581501,N,,,,,12/5/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581505,N,,,,,12/5/2018,,12/5/2018,,Simple,Early Litigation,,,12/5/2018,12/5/2018,Early Litigation,,,,,,,,,
CIA,581507,N,,,,,12/5/2018,,12/5/2018,,Simple,Early Litigation,,,12/5/2018,12/5/2018,Early Litigation,,,,,,,,,
CIA,581508,N,,,,,12/5/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581510,N,,,,,12/5/2018,,1/17/2019,,Simple,No Records Located,,,,,,,,,,,,,,
CIA,581516,N,,,,,12/5/2018,,1/9/2019,,Simple,Granted in Full,,,,,,,,,,,,,,
CIA,581519,N,,,,,12/6/2018,,12/18/2018,,Simple,Referred to Another Agency,,,1/7/2019,1/10/2019,Cancelled,Other Explained,,,,,,,,
CIA,581520,N,,,,,12/6/2018,,12/6/2018,,Simple,Cancelled,Duplicate Request,,,,,,,,,,,,,
CIA,581522,N,,,,,12/6/2018,,3/28/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,581523,N,,,,,12/6/2018,,2/22/2019,,Simple,Cancelled,Not Agency Record,,,,,,,,,,,,,
CIA,581528,N,,,,,12/6/2018,,5/17/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,581532,N,,,,,12/6/2018,,,,Complex,,,,,,,,,,,,,,,
CIA,581537,N,,,,,12/7/2018,,1/29/2019,,Simple,Granted in Full,,,,,,,,,,,,,,
CIA,581538,N,,,,,12/7/2018,,12/31/2018,,Simple,Early Litigation,,,1/2/2019,1/2/2019,Early Litigation,,,,,,,,,
CIA,581549,N,,,,,12/7/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581550,N,,,,,12/7/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581557,N,,,,,12/10/2018,,12/18/2018,,Simple,Referred to Another Agency,,,,,,,,12/10/2018,12/10/2018,Denied,,,,
CIA,581558,N,,,,,12/10/2018,,1/8/2019,,Simple,Referred to Another Agency,,,,,,,,,,,,,,
CIA,581559,N,,,,,12/10/2018,,7/25/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,581562,N,,,,,12/10/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581564,N,,,,,12/10/2018,,1/30/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581568,N,,,,,12/10/2018,,4/8/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,581578,N,,,,,12/10/2018,,12/10/2018,,Simple,Cancelled,Improper FOIA Request for Other Reasons,,,,,,,,,,,,,
CIA,581580,N,,,,,12/10/2018,,3/8/2019,,Complex,Granted in Part,,(b)(1); (b)(3); (b)(6);,,,,,,,,,,,,
CIA,581582,N,,,,,12/10/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581584,N,,,,,12/10/2018,,3/28/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581586,N,,,,,12/10/2018,,4/4/2019,,Simple,Cancelled,Not Agency Record,,,,,,,,,,,,,
CIA,581588,N,,,,,12/10/2018,,3/28/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581595,N,,,,,12/11/2018,,3/25/2019,,Simple,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581596,N,,,,,12/11/2018,,4/8/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,581602,N,,,,,12/11/2018,,4/29/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,581604,N,,,,,12/11/2018,,3/25/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581605,N,,,,,12/11/2018,,3/27/2019,,Simple,No Records Located,,,,,,,,,,,,,,
CIA,581606,N,,,,,12/11/2018,,4/29/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,581607,N,,,,,12/11/2018,,4/8/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,581608,N,,,,,12/11/2018,,4/29/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,581611,N,,,,,12/11/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581615,N,,,,,12/11/2018,,2/1/2019,,Simple,No Records Located,,,,,,,,,,,,,,
CIA,581617,N,,,,,12/11/2018,,12/11/2018,,Simple,Early Litigation,,,12/11/2018,12/11/2018,Early Litigation,,,,,,,,,
CIA,581618,N,,,,,12/11/2018,,12/14/2018,,Simple,Referred to Another Agency,,,,,,,,,,,,,,
CIA,581619,N,,,,,12/11/2018,,4/10/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,12/11/2018,12/11/2018,Denied,,,,
CIA,581620,N,,,,,12/11/2018,,4/18/2019,,Complex,Cancelled,Improper FOIA Request for Other Reasons,,,,,,,,,,,,,
CIA,581624,N,,,,,12/12/2018,,4/8/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,581652,N,,,,,12/14/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581654,N,,,,,12/14/2018,,2/1/2019,,Simple,Granted in Full,,,,,,,,,,,,,,
CIA,581655,N,,,,,12/14/2018,,9/26/2019,,Complex,Granted in Part,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581656,N,,,,,12/14/2018,,4/15/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581675,N,,,,,12/14/2018,,12/14/2018,,Simple,Denied in Full,,,12/14/2018,,,,,,,,,,,
CIA,581680,N,,,,,12/17/2018,,3/14/2019,,Simple,Cancelled,Duplicate Request,,,,,,,,,,,,,
CIA,581682,N,,,,,12/17/2018,,3/8/2019,,Simple,Cancelled,Duplicate Request,,,,,,,,,,,,,
CIA,581684,N,,,,,12/17/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581685,N,,,,,12/17/2018,,2/25/2019,,Complex,Granted in Part,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581686,N,,,,,12/17/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581688,N,,,,,12/17/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581689,N,,,,,12/17/2018,,4/10/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581692,N,,,,,12/17/2018,,8/1/2019,,Complex,Granted in Full,,,,,,,,,,,,,,
CIA,581698,N,,,,,12/17/2018,,2/6/2019,,Complex,No Records Located,,,4/5/2019,,,,,,,,,,,
CIA,581699,N,,,,,12/17/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581700,N,,,,,12/17/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581702,N,,,,,12/17/2018,,9/17/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,581703,N,,,,,12/17/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581704,N,,,,,12/17/2018,,2/22/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581723,N,,,,,12/17/2018,,12/17/2018,,Simple,Early Litigation,,,12/17/2018,12/17/2018,Early Litigation,,,,,,,,,
CIA,581726,N,,,,,12/17/2018,,4/9/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581728,N,,,,,12/17/2018,,2/1/2019,,Simple,No Records Located,,,,,,,,,,,,,,
CIA,581730,N,,,,,12/17/2018,,3/1/2019,,Simple,Referred to Another Agency,,,,,,,,,,,,,,
CIA,581740,N,,,,,12/18/2018,,3/8/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,581741,N,,,,,12/18/2018,,4/3/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,581742,N,,,,,12/18/2018,,3/21/2019,,Simple,No Records Located,,,,,,,,,,,,,,
CIA,581754,N,,,,,12/18/2018,,4/16/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581755,N,,,,,12/18/2018,,4/3/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,581756,N,,,,,12/18/2018,,12/21/2018,,Simple,Cancelled,Other Explained,,,,,,,,,,,,,
CIA,581758,N,,,,,12/18/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581761,N,,,,,12/18/2018,,4/9/2019,,Complex,No Records Located,,,,,,,,,,,,,,
CIA,581763,N,,,,,12/18/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581766,N,,,,,12/18/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581767,N,,,,,12/18/2018,,3/28/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581778,N,,,,,12/19/2018,,5/1/2019,,Simple,Granted in Full,,,,,,,,,,,,,,
CIA,581779,N,,,,,12/19/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581780,N,,,,,12/19/2018,,,,Simple,,,(b)(1); (b)(3); (b)(6); (j)(1); (k)(1); DISC;,,,,,,,,,,,,
CIA,581840,N,,,,,12/19/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581842,N,,,,,12/19/2018,,,,Complex,,,,,,,,,,,,,,,
CIA,581849,N,,,,,12/20/2018,,3/4/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,581850,N,,,,,12/20/2018,,12/20/2018,,Simple,Early Litigation,,,12/20/2018,12/20/2018,Early Litigation,,,,,,,,,
CIA,581851,N,,,,,12/20/2018,,1/16/2019,,Simple,Granted in Full,,,,,,,,,,,,,,
CIA,581854,N,,,,,12/20/2018,,2/27/2019,,Simple,Cancelled,Duplicate Request,,,,,,,,,,,,,
CIA,581862,N,,,,,12/21/2018,,1/2/2019,,Simple,Cancelled,Other Explained,,,,,,,,,,,,,
CIA,581864,N,,,,,12/21/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581866,N,,,,,12/21/2018,,2/6/2019,,Simple,Cancelled,Not Agency Record,,,,,,,,,,,,,
CIA,581869,N,,,,,12/21/2018,,12/21/2018,,Simple,Early Litigation,,,12/21/2018,12/21/2018,Early Litigation,,,,,,,,,
CIA,581870,N,,,,,12/21/2018,,2/11/2019,,Complex,Granted in Part,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581872,N,,,,,12/21/2018,,1/10/2019,,Simple,Granted in Full,,,,,,,,,,,,,,
CIA,581874,N,,,,,12/26/2018,,4/8/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,581881,N,,,,,12/26/2018,,1/2/2019,,Simple,Cancelled,Other Explained,,,,,,,,,,,,,
CIA,581886,N,,,,,12/27/2018,,8/20/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,581887,N,,,,,12/27/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581888,N,,,,,12/27/2018,,3/4/2019,,Simple,Cancelled,Improper FOIA Request for Other Reasons,,,,,,,,,,,,,
CIA,581889,N,,,,,12/27/2018,,4/9/2019,,Complex,Denied in Full,,(b)(1); (b)(3);,7/10/2019,,,,,,,,,,,
CIA,581890,N,,,,,12/27/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581891,N,,,,,12/27/2018,,2/1/2019,,Simple,No Records Located,,,,,,,,,,,,,,
CIA,581893,N,,,,,12/27/2018,,2/13/2019,,Simple,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581894,N,,,,,12/27/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581895,N,,,,,12/27/2018,,2/13/2019,,Simple,Denied in Full,,(b)(1); (b)(3);,,,,,,,,,,,,
CIA,581896,N,,,,,12/27/2018,,3/8/2019,,Simple,No Records Located,,,,,,,,,,,,,,
CIA,581897,N,,,,,12/27/2018,,1/22/2019,,Simple,No Records Located,,,,,,,,,,,,,,
CIA,581898,N,,,,,12/27/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581901,N,,,,,12/31/2018,,,,Simple,,,,,,,,,,,,,,,
CIA,581904,N,,,,,12/31/2018,,4/8/2019,,Simple,Cancelled,SPR EXPD/Lack of Clarification/Addtl Info/Response,,,,,,,,,,,,,
CIA,581906,N,,,,,12/31/2018,,,,Simple,,,,,,,,,,,,,,,
